iter	Logloss
212	0.256807373
213	0.2566683044
214	0.2565310364
215	0.2563751221
216	0.2562667847
217	0.2561731262
218	0.2561052246
219	0.256045929
220	0.2559661407
221	0.2558700256
222	0.2557958679
223	0.2557022858
224	0.2555815125
225	0.2554822845
226	0.2553795013
227	0.2552912445
228	0.2552110596
229	0.2551020203
230	0.25501828
231	0.2548727417
232	0.254777359
233	0.2546969452
234	0.2545991211
235	0.2545019836
236	0.2544025726
237	0.2543496857
238	0.2542707825
239	0.254182373
240	0.2541074982
241	0.2539773102
242	0.2538799438
243	0.253799469
244	0.253763916
245	0.2536388702
246	0.2535409546
247	0.2534072266
248	0.2533634033
249	0.2532323608
250	0.2531616058
251	0.2530830688
252	0.252945694
253	0.2528600464
254	0.2527593536
255	0.2526683655
256	0.2525986938
257	0.2524942474
258	0.252379715
259	0.252270813
260	0.2521839905
261	0.252115097
262	0.2520268402
263	0.2519538879
264	0.2518807678
265	0.2517947998
266	0.2516596832
267	0.2516234283
268	0.2515623779
269	0.2514097595
270	0.251336792
271	0.2512673187
272	0.2511503143
273	0.2510325012
274	0.2508813019
275	0.2508082123
276	0.2507332458
277	0.2506354065
278	0.2505515442
279	0.2504636383
280	0.2503772278
281	0.2503174591
282	0.2502284241
283	0.2501197968
284	0.2500236359
285	0.2499513245
286	0.24978508
287	0.2497307587
288	0.2496413879
289	0.2495320129
290	0.2494740906
291	0.2493722229
292	0.2492851563
293	0.2492197571
294	0.2491145325
295	0.2489839478
296	0.2489278717
297	0.248760849
298	0.2486826172
299	0.2486234131
300	0.2485623779
301	0.2484547119
302	0.2483843689
303	0.2482388306
304	0.2481318359
305	0.2480372314
306	0.2479678955
307	0.24789711
308	0.2478307495
309	0.2476999207
310	0.2476453857
311	0.2476158142
312	0.2475270386
313	0.2474494629
314	0.2474108429
315	0.2473430176
316	0.2471914825
317	0.2470991821
318	0.2469867249
319	0.246899231
320	0.2468384705
321	0.2467755432
322	0.246660965
323	0.2465387878
324	0.2464698639
325	0.2464238892
326	0.2463634186
327	0.246271759
328	0.2461629639
329	0.2460562439
330	0.2460152283
331	0.2459121704
332	0.2458343506
333	0.2457298126
334	0.2456519165
335	0.2455725555
336	0.2454277039
337	0.245358429
338	0.2452643738
339	0.2451708527
340	0.2450700073
341	0.2449521027
342	0.2448874664
343	0.2447633057
344	0.2446662903
345	0.2445901031
346	0.24449646
347	0.2444506836
348	0.244404129
349	0.2442940826
350	0.2442158203
351	0.2441368408
352	0.2440545654
353	0.2439721069
354	0.2439105225
355	0.2438257446
356	0.2437350006
357	0.2436233368
358	0.2435458832
359	0.2434654236
360	0.2433899994
361	0.243321701
362	0.2432145844
363	0.2430995026
364	0.2429858093
365	0.2429066315
366	0.242773819
367	0.2426864929
368	0.242548111
369	0.242468399
370	0.2423725891
371	0.2422853088
372	0.2421942444
373	0.2420881042
374	0.2420055847
375	0.2418786469
376	0.2418147278
377	0.2417167511
378	0.2416603699
379	0.2416233521
380	0.2415705872
381	0.2414634399
382	0.2413824768
383	0.2412763214
384	0.2411404877
385	0.2410639496
386	0.2409894562
387	0.2408867645
388	0.2408172913
389	0.2406752472
390	0.240521286
391	0.2404017639
392	0.2403459625
393	0.2402664795
394	0.2401841431
395	0.2400866089
396	0.2399822235
397	0.2398875427
398	0.2397996216
399	0.2397207947
400	0.2396299133
401	0.2395394135
402	0.23947229
403	0.2393842468
404	0.2392767944
405	0.2391939087
406	0.2391179962
407	0.2390543823
408	0.2389688721
409	0.2388859863
410	0.2387695313
411	0.2386905823
412	0.2386298828
413	0.2385236664
414	0.2384594574
415	0.2383396454
416	0.2382658691
417	0.2381544189
418	0.2380167542
419	0.2378892212
420	0.2378381348
421	0.2377619629
422	0.2376783447
423	0.2375965881
424	0.2375009766
425	0.2374062805
426	0.2373470306
427	0.2372506409
428	0.2371974792
429	0.2371226501
430	0.2370524597
431	0.2369745483
432	0.2368647919
433	0.236776413
434	0.2367153168
435	0.2366254578
436	0.2365681152
437	0.2364749908
438	0.2364169464
439	0.2363117218
440	0.2362080383
441	0.2361300354
442	0.236013855
443	0.2359029541
444	0.2358382874
445	0.2357774963
446	0.2356527252
447	0.2355612335
448	0.2354744263
449	0.2353868408
450	0.2353113251
451	0.2352509766
452	0.2351080322
453	0.2350563049
454	0.2349568787
455	0.23484198
456	0.2347347717
457	0.2346708069
458	0.2346137695
459	0.2344926147
460	0.2344223328
461	0.2343374023
462	0.234233078
463	0.2341720886
464	0.234090744
465	0.2340033875
466	0.2339354248
467	0.233794281
468	0.2337360382
469	0.233707901
470	0.2336177368
471	0.2335397491
472	0.2334434814
473	0.2333588867
474	0.2332197113
475	0.233122467
476	0.2330214996
477	0.2329143829
478	0.2328341064
479	0.2327726288
480	0.2326904449
481	0.2325840759
482	0.232515625
483	0.2324388733
484	0.2323654022
485	0.2322962646
486	0.2321822815
487	0.2321023102
488	0.2320503845
489	0.2319747925
490	0.2318795929
491	0.2317563782
492	0.2316668854
493	0.231562561
494	0.2314408722
495	0.2313749237
496	0.2313043213
497	0.231224472
498	0.2311271057
499	0.2310610657
500	0.2309629059
501	0.2308701324
502	0.2307780304
503	0.2306923828
504	0.2306003113
505	0.2305438538
506	0.2304721069
507	0.2304315033
508	0.2303559113
509	0.230285614
510	0.2302314301
511	0.2301472473
512	0.2300833435
513	0.230042572
514	0.2299443054
515	0.2298673096
516	0.2297792053
517	0.2296820221
518	0.2296167145
519	0.2295415192
520	0.2294279022
521	0.229361969
522	0.2292984314
523	0.229257782
524	0.2291926727
525	0.2290816803
526	0.2290097351
527	0.2289379578
528	0.2288468323
529	0.2287672119
530	0.2286478882
531	0.228563385
532	0.228483902
533	0.2283938293
534	0.2283111725
535	0.2282431183
536	0.2281748962
537	0.228062088
538	0.2279709625
539	0.2278737488
540	0.2277747803
541	0.2276931915
542	0.2275679169
543	0.227497406
544	0.2274035034
545	0.2273252258
546	0.2272613678
547	0.2272011566
548	0.2271251221
549	0.2270555115
550	0.2269726562
551	0.2268853149
552	0.2268082581
553	0.226742981
554	0.2266499329
555	0.2265521088
556	0.226478714
557	0.2263935089
558	0.2263196411
559	0.2262027588
560	0.2261602173
561	0.2261030273
562	0.2260238953
563	0.226000412
564	0.2259424744
565	0.2258807068
566	0.2257868958
567	0.22570224
568	0.2256292725
569	0.225559967
570	0.2254981537
571	0.2254216614
572	0.2253179626
573	0.2252401123
574	0.2251470795
575	0.2250898132
576	0.2249992676
577	0.2249309692
578	0.2248251343
579	0.2247418213
580	0.2246515808
581	0.2245508118
582	0.224504303
583	0.2243956604
584	0.2243408203
585	0.2242448578
586	0.2241131287
587	0.2240079346
588	0.2239018555
589	0.2238176422
590	0.2237254791
591	0.2236393433
592	0.2234993896
593	0.2234185638
594	0.2233446503
595	0.2232644348
596	0.2231727448
597	0.2231081696
598	0.2230728149
599	0.2229958954
600	0.222916626
601	0.2228360901
602	0.2227750854
603	0.2227058716
604	0.222672699
605	0.222625061
606	0.222539032
607	0.2224336853
608	0.2223708801
609	0.2223000793
610	0.2221955414
611	0.222087738
612	0.2220073853
613	0.2219300537
614	0.2218769226
615	0.2218218994
616	0.2217228699
617	0.221649353
618	0.2215726929
619	0.2215179138
620	0.2214609375
621	0.2213497314
622	0.2212590027
623	0.2211943665
624	0.2211242065
625	0.2210532227
626	0.2209546204
627	0.2208506775
628	0.2207829895
629	0.2207529907
630	0.2206982727
631	0.2206461487
632	0.220543335
633	0.2204725647
634	0.2203736572
635	0.2203276367
636	0.2202400665
637	0.2201639099
638	0.2200839233
639	0.2200190735
640	0.219922226
641	0.2198030548
642	0.2197450104
643	0.21967453
644	0.2196003723
645	0.2195160828
646	0.2194181061
647	0.2193403625
648	0.219274765
649	0.2192235718
650	0.2191488647
651	0.2190860748
652	0.2189764099
653	0.2189232635
654	0.2188484802
655	0.2187744751
656	0.2186320038
657	0.2185458679
658	0.2184952393
659	0.218432663
660	0.2183580017
661	0.218287262
662	0.2182270355
663	0.2181997986
664	0.2180680847
665	0.218008667
666	0.2179499512
667	0.217853775
668	0.2177853699
669	0.2177001953
670	0.2176688538
671	0.2175864258
672	0.2175161133
673	0.2174672699
674	0.2174079895
675	0.2173498383
676	0.217283371
677	0.217215744
678	0.217156311
679	0.2171190338
680	0.2170271149
681	0.2169586487
682	0.216891861
683	0.2167806091
684	0.216717926
685	0.216639328
686	0.2165391846
687	0.2164717865
688	0.2164365845
689	0.2163764343
690	0.2162944183
691	0.2162297058
692	0.2161515808
693	0.2160400696
694	0.2159731445
695	0.2159085236
696	0.2158559113
697	0.2157711334
698	0.2156737213
699	0.2156239014
700	0.215546814
701	0.2154494324
702	0.215388092
703	0.2153215637
704	0.2152436218
705	0.2151715851
706	0.2150870667
707	0.2150354004
708	0.214972702
709	0.2149317627
710	0.2148357086
711	0.214750351
712	0.2146602783
713	0.2145976562
714	0.214509613
715	0.2144423218
716	0.2143733215
717	0.2142972717
718	0.214230072
719	0.2141746216
720	0.2141005859
721	0.2140441284
722	0.2139498444
723	0.21388797
724	0.2138286896
725	0.2137613678
726	0.2137070313
727	0.2136558075
728	0.2135615234
729	0.2135045776
730	0.2134131165
731	0.213361557
732	0.2133086548
733	0.2132421112
734	0.2131683807
735	0.2130809021
736	0.2130250549
737	0.2129789429
738	0.2129010925
739	0.2128081665
740	0.2127751923
741	0.2127483215
742	0.212664978
743	0.2125658875
744	0.21250177
745	0.2124045715
746	0.212267868
747	0.2122203064
748	0.212137558
749	0.2120559235
750	0.2119869995
751	0.2119147949
752	0.2118321838
753	0.2117590942
754	0.2116801147
755	0.2116083527
756	0.2115551147
757	0.2114695129
758	0.2114188995
759	0.211331665
760	0.211270874
761	0.2111856995
762	0.2110635986
763	0.210993866
764	0.2109190674
765	0.2108534698
766	0.2107797089
767	0.2106833801
768	0.2106168213
769	0.2105481262
770	0.2104975433
771	0.2104265289
772	0.2103722229
773	0.2103119507
774	0.2102406769
775	0.2101894379
776	0.2101387939
777	0.2100956116
778	0.2100099792
779	0.2099405823
780	0.2098762054
781	0.2097774353
782	0.2097385254
783	0.2096947937
784	0.2096286621
785	0.209556488
786	0.2095088806
787	0.2094436646
788	0.2093749542
789	0.2093062134
790	0.2092249756
791	0.2091401825
792	0.2090820312
793	0.2090274353
794	0.2089617767
795	0.2089159851
796	0.208858551
797	0.2087955933
798	0.2087155609
799	0.2086460266
800	0.2086103516
801	0.2085195007
802	0.2084693451
803	0.2084091034
804	0.2083564758
805	0.2082941132
806	0.2082260742
807	0.2081284485
808	0.2080435486
809	0.2079959412
810	0.20790802
811	0.2078312683
812	0.2077544098
813	0.2077127686
814	0.2076442566
815	0.2075901794
816	0.2075353699
817	0.2074426422
818	0.2073797913
819	0.2072987213
820	0.2072285767
821	0.2071732178
822	0.2070942383
823	0.2070049438
824	0.2069470062
825	0.2068819427
826	0.2068237305
827	0.2067456512
828	0.2067093353
829	0.2066598511
830	0.2065790558
831	0.2065148621
832	0.2064058075
833	0.2063619995
834	0.2063082123
835	0.2062658691
836	0.2061962738
837	0.2061496887
838	0.2060824585
839	0.2060101929
840	0.2059397888
841	0.2058883667
842	0.2058006592
843	0.2057651215
844	0.2057142029
845	0.2056114807
846	0.205573288
847	0.2054533997
848	0.2053735352
849	0.2053067932
850	0.205246048
851	0.205163147
852	0.205119278
853	0.2050630493
854	0.2049999084
855	0.2049212952
856	0.2048377075
857	0.2047868195
858	0.2047459412
859	0.2046931915
860	0.2045871124
861	0.2045229034
862	0.2044462433
863	0.2043678131
864	0.2043158417
865	0.2042159729
866	0.2041441345
867	0.2040680847
868	0.204008606
869	0.2039259033
870	0.2038555603
871	0.2037733002
872	0.2036968994
873	0.2036502686
874	0.2035935974
875	0.203537323
876	0.2034575653
877	0.2034156647
878	0.2033622589
879	0.2033039551
880	0.2032230072
881	0.2031583862
882	0.2030718231
883	0.2030046997
884	0.2028868713
885	0.2028244476
886	0.2027564545
887	0.2027258606
888	0.2026307526
889	0.2025553589
890	0.2024915161
891	0.2024181213
892	0.202339325
893	0.202270874
894	0.2022199554
895	0.2021788025
896	0.2021422577
897	0.2020883484
898	0.2019834595
899	0.2019428406
900	0.2018829041
901	0.201845871
902	0.2018083191
903	0.2017216339
904	0.201649353
905	0.2016239929
906	0.2015597534
907	0.2014788666
908	0.2014039612
909	0.201335144
910	0.2012640533
911	0.2012207336
912	0.2011617432
913	0.2011087646
914	0.2010471191
915	0.2009859314
916	0.2009376678
917	0.2008860626
918	0.2008233337
919	0.2007735443
920	0.2006503906
921	0.200598465
922	0.2005218658
923	0.2004546814
924	0.2003681183
925	0.2003179321
926	0.2002683105
927	0.2001585999
928	0.2001162415
929	0.200067749
930	0.2000239105
931	0.1999624634
932	0.1999000092
933	0.1998286438
934	0.1997786865
935	0.1996625977
936	0.1995887146
937	0.1995281677
938	0.1994943542
939	0.1994455566
940	0.199352356
941	0.1992859497
942	0.1992327576
943	0.19916922
944	0.199069046
945	0.1990283203
946	0.1989399719
947	0.1988916931
948	0.1988243408
949	0.1987805634
950	0.1986898651
951	0.1986525574
952	0.1985829315
953	0.1985254822
954	0.1984731293
955	0.1983948364
956	0.1983271484
957	0.1982806091
958	0.1981772156
959	0.1981210938
960	0.1980783081
961	0.1980394592
962	0.197993866
963	0.197925415
964	0.1978523865
965	0.1977868347
966	0.1976890259
967	0.1976508484
968	0.1975990295
969	0.1975232391
970	0.1974346619
971	0.1973733368
972	0.1973260193
973	0.1972460175
974	0.19719841
975	0.1971104736
976	0.1970504303
977	0.1969897766
978	0.1969187012
979	0.1968634796
980	0.1968088989
981	0.1967415161
982	0.1966938019
983	0.1966448364
984	0.1966026306
985	0.1965229492
986	0.196474762
987	0.1963895111
988	0.1963569336
989	0.1962830963
990	0.1962122803
991	0.1961627502
992	0.1960973511
993	0.1960409546
994	0.1959727173
995	0.195905365
996	0.1958477478
997	0.1957580566
998	0.1956910095
999	0.1956400909
